,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,agec,dept
1268,37562,37803,37907,38007,38273,38843,39548,40536,41765,43235,44898,46691,48598,50538,52374,54007,55631,57050,58267,59381,60247,61093,61671,62168,62567,62902,63182,63413,63427,63022,62058,60581,58640,56538,54677,53370,10,Caldas
1269,33597,33825,34143,34519,34863,35150,35278,35382,35566,35915,36523,37332,38337,39527,40881,42399,44079,45867,47705,49523,51140,52791,54167,55410,56497,57472,58316,58985,59528,59996,60390,60711,60984,61051,60728,59865,11,Caldas
1270,30711,30992,30993,30868,30810,30914,31085,31407,31817,32217,32548,32787,32955,33147,33462,33986,34737,35677,36827,38165,39664,41349,43156,45016,46811,48477,50018,51410,52668,53801,54814,55681,56388,56974,57470,57897,12,Caldas
1271,23760,24637,25514,26335,27015,27511,27754,27812,27786,27820,27983,28244,28608,29002,29347,29599,29816,29982,30180,30512,30904,31819,32762,33917,35242,36731,38364,40125,41938,43715,45350,46867,48256,49532,50652,51651,13,Caldas
1272,17610,18065,18548,19072,19688,20411,21119,21927,22727,23440,23968,24246,24342,24365,24431,24588,24881,25234,25608,25944,26293,26410,26590,26833,27249,27851,28645,29601,30687,31932,33347,34903,36590,38315,40012,41600,14,Caldas
1273,11612,12037,12489,12959,13459,13980,14303,14676,15162,15784,16531,17273,18126,18877,19422,19750,19969,20109,20273,20414,20626,21245,21531,21847,22184,22463,22520,22690,23007,23500,24165,24921,25770,26737,27893,29261,15,Caldas
1274,6688,6759,7006,7392,7862,8379,8931,9429,9824,10115,10333,10381,10556,10940,11553,12412,12824,13463,14145,14769,15321,14930,14975,15257,15749,16408,16880,17274,17609,17910,18146,18584,18928,19213,19418,19621,16,Caldas
1275,4955,5205,5473,5760,6073,6401,6748,7117,7510,7947,8395,8862,9344,9843,10355,10861,11402,11959,12528,13172,13853,14398,15162,15883,16518,17109,17669,18251,18807,19328,19855,20375,20881,21404,21954,22520,17,Caldas
1276,43895,45198,46900,48757,50641,52323,54359,55932,56987,57408,57398,57229,56951,56708,56526,56366,56247,56057,55807,55526,55201,54945,54610,54290,54002,53812,53661,53606,53681,53902,54206,54498,54784,55006,55136,55177,1,Caqueta
1277,39264,39777,40426,41146,41959,42937,44409,46107,47941,49705,51188,51954,52437,52634,52642,52593,52722,52811,52849,52861,52779,52927,53061,53179,53215,53163,53120,53011,52805,52534,52279,52252,52315,52458,52634,52782,2,Caqueta
1278,35883,36134,36674,37431,38271,39064,39910,40629,41246,41933,42826,43656,44698,45879,47019,47980,48615,49027,49264,49442,49599,49830,50128,50498,50835,51125,51379,51594,51767,51897,51950,51812,51619,51421,51276,51223,3,Caqueta
1279,33974,34341,34591,34819,35137,35621,36341,37125,37883,38474,38834,38825,38734,38714,38962,39592,40386,41464,42658,43750,44590,45408,45999,46435,46827,47244,47699,48149,48590,48993,49340,49652,49924,50132,50265,50306,4,Caqueta
1280,28143,29200,30360,31532,32592,33466,34233,34703,34935,35049,35105,34898,34774,34731,34734,34779,34832,34946,35177,35583,36208,37213,38466,39814,41085,42144,43014,43693,44207,44658,45136,45623,46101,46575,47012,47401,5,Caqueta
1281,22118,23004,24008,25116,26300,27524,28862,30176,31345,32242,32753,32723,32342,31741,31108,30647,30427,30474,30778,31233,31793,32079,32327,32616,33108,33879,34902,36185,37608,38952,40057,40963,41657,42193,42699,43242,6,Caqueta
1282,17836,18460,19122,19846,20664,21589,22656,23754,24857,25911,26867,27623,28301,28822,29080,29052,28857,28445,27981,27700,27750,27838,28142,28566,29032,29455,29852,30185,30539,31079,31893,32953,34270,35717,37059,38165,7,Caqueta
1283,14152,14724,15335,15996,16678,17379,18135,18874,19598,20333,21072,21746,22429,23104,23745,24357,24941,25498,26009,26416,26701,26652,26432,26148,25917,25869,26022,26383,26872,27380,27846,28266,28612,28989,29552,30403,8,Caqueta
1284,11252,11579,12025,12571,13165,13775,14447,15109,15752,16370,16932,17432,17908,18367,18859,19418,19978,20563,21201,21892,22634,23290,23931,24510,24948,25179,25213,25063,24837,24668,24661,24834,25212,25711,26241,26731,9,Caqueta
1285,10139,10212,10294,10418,10623,10920,11344,11848,12380,12919,13427,13895,14353,14818,15283,15751,16176,16593,17032,17509,18050,18671,19337,20036,20738,21434,22152,22830,23437,23894,24157,24210,24093,23887,23734,23745,10,Caqueta
1286,9032,9222,9376,9513,9639,9765,9914,10042,10187,10363,10603,10869,11209,11598,12017,12457,12876,13309,13745,14190,14623,15073,15539,16023,16557,17136,17761,18437,19144,19850,20557,21272,21949,22545,23017,23297,11,Caqueta
1287,6927,7160,7492,7866,8216,8514,8784,8987,9133,9232,9303,9344,9384,9433,9544,9762,9996,10312,10682,11089,11520,11965,12413,12852,13302,13766,14239,14719,15201,15727,16297,16916,17580,18270,18965,19651,12,Caqueta
1288,5837,5931,5989,6047,6160,6364,6658,7006,7377,7710,7956,8123,8232,8304,8350,8405,8441,8477,8542,8660,8841,9098,9441,9839,10258,10681,11105,11536,11973,12424,12880,13343,13788,14257,14772,15335,13,Caqueta
1289,4054,4265,4495,4728,4941,5098,5237,5324,5408,5533,5709,5928,6203,6491,6754,6964,7110,7212,7274,7317,7359,7413,7473,7562,7699,7903,8173,8504,8875,9259,9641,10050,10461,10875,11294,11710,14,Caqueta
1290,2402,2557,2712,2895,3100,3316,3542,3788,3999,4161,4270,4299,4322,4389,4536,4764,5000,5273,5533,5727,5867,6064,6128,6184,6266,6333,6335,6376,6463,6624,6846,7097,7392,7708,8048,8405,15,Caqueta
1291,1283,1436,1541,1628,1707,1793,1842,1939,2071,2287,2545,2823,3066,3230,3321,3347,3430,3460,3491,3572,3758,3957,4102,4301,4512,4717,4870,4967,5024,5054,5070,5110,5156,5217,5307,5452,16,Caqueta
1292,856,919,986,1059,1142,1233,1334,1437,1537,1653,1777,1903,2043,2185,2335,2502,2660,2813,2968,3119,3245,3325,3491,3632,3770,3927,4091,4277,4464,4646,4826,4995,5143,5280,5399,5492,17,Caqueta
1293,141181,141563,141837,142358,143446,145263,146506,148228,150372,152560,154519,156120,156603,155926,154091,151262,149216,146694,143897,141127,138535,135502,133073,131465,130631,130515,130262,130492,131102,132062,133232,133977,134858,135677,136290,136513,1,Cauca
1294,127351,130332,132771,134598,136010,137138,138491,139487,140093,140460,140795,141752,143379,145473,147568,149158,149784,149831,149225,148139,146737,145230,142988,140193,137220,134462,132420,130749,129413,128288,127238,126072,125314,124875,124635,124427,2,Cauca
1295,108199,110900,114425,118389,122125,125153,127863,129914,131553,132893,133976,134252,134221,134216,134662,135882,136798,138326,140296,142247,143688,144385,144560,144289,143519,142156,140406,138115,135584,133158,131025,128532,126057,123663,121428,119461,3,Cauca
1296,99103,100064,100880,101734,102966,104806,107472,110695,114088,117144,119586,121462,122891,123906,124540,124917,125334,125429,125404,125488,125942,127546,129650,131931,133965,135463,136657,137314,137348,136753,135640,134323,132384,129932,127143,124139,4,Cauca
1297,87651,89393,91103,92699,94019,95038,95953,96451,96814,97466,98664,100386,102686,105282,107733,109722,111315,112559,113456,114110,114536,114942,115156,115402,116016,117204,119112,121562,124231,126647,128476,129953,130833,131165,130934,130132,5,Cauca
1298,73221,75377,77592,79784,81826,83618,85385,86896,88114,88938,89401,89500,89277,89039,89287,90361,91731,93749,96165,98541,100643,102564,103968,105021,105898,106663,107455,108037,108667,109654,111173,113388,116144,119094,121763,123839,6,Cauca
1299,59921,61763,63740,65804,67884,69908,72050,74113,76007,77679,79065,80199,81119,81822,82250,82406,82373,82146,81968,82145,82940,84630,86967,89674,92299,94546,96589,98225,99569,100730,101791,102897,103809,104700,105919,107586,7,Cauca
1300,49568,51054,52559,54094,55703,57362,59201,61067,62876,64653,66389,68086,69737,71285,72668,73834,74852,75729,76423,76953,77347,77522,77375,77223,77525,78525,80311,82793,85678,88491,90955,93241,95157,96769,98147,99379,8,Cauca
1301,41034,41849,43077,44553,46094,47573,49092,50522,51916,53307,54752,56273,57843,59479,61139,62828,64423,65994,67518,68947,70247,71389,72398,73241,73856,74181,74392,74359,74371,74853,76020,78013,80721,83811,86830,89467,9,Cauca
1302,38279,38451,38494,38521,38746,39302,40247,41452,42828,44226,45542,46829,48071,49325,50645,52093,53560,55124,56746,58422,60118,61796,63416,64967,66394,67656,68857,69936,70883,71584,72049,72464,72663,72889,73581,74912,10,Cauca
1303,33585,34299,35006,35659,36168,36505,36762,36841,36895,37105,37615,38389,39468,40760,42139,43503,44734,45938,47182,48496,49882,51422,53027,54674,56320,57970,59685,61349,62904,64380,65727,67059,68321,69446,70333,70983,11,Cauca
1304,27827,28245,28962,29844,30718,31491,32262,32982,33604,34079,34391,34593,34660,34721,35019,35701,36470,37529,38795,40123,41390,42718,43968,45199,46500,47882,49400,50997,52648,54298,55936,57663,59403,61103,62768,64343,12,Cauca
1305,25587,25767,25670,25416,25311,25487,25970,26663,27467,28276,29012,29694,30368,30996,31511,31891,32172,32351,32527,32845,33386,34202,35297,36578,37894,39160,40429,41648,42857,44119,45460,46958,48512,50084,51656,53225,13,Cauca
1306,18438,19281,20268,21268,22026,22454,22640,22544,22398,22375,22595,23053,23735,24525,25334,26160,26852,27555,28225,28794,29281,29478,29596,29764,30130,30736,31594,32686,33885,35093,36263,37440,38587,39744,40921,42160,14,Cauca
1307,11606,12154,12735,13444,14272,15191,16067,17056,17889,18439,18712,18606,18503,18525,18836,19441,20018,20718,21481,22230,22985,23522,24269,24938,25453,25841,25755,25751,25968,26474,27188,28072,29089,30101,31108,32072,15,Cauca
1308,6470,7269,7811,8171,8460,8762,8943,9232,9726,10548,11586,12722,13683,14357,14717,14804,15266,15456,15535,15607,15836,15580,15873,16544,17497,18608,19357,20048,20512,20776,20878,21141,21198,21250,21417,21822,16,Cauca
1309,4428,4728,5078,5456,5870,6304,6783,7299,7802,8341,8897,9464,10060,10665,11312,11981,12627,13292,13982,14671,15337,15757,16165,16600,17066,17552,18075,18589,19113,19624,20118,20643,21155,21630,22065,22456,17,Cauca
1310,98706,100336,102937,105988,109135,111838,114712,116732,117755,117894,117385,116960,116335,117313,116608,115883,115352,114755,114170,113629,113111,112626,112136,111645,111199,110813,110579,110417,110309,110335,110436,110597,110739,110858,110915,110936,1,Cesar
1311,91752,93252,94087,94481,94868,95712,97291,99588,102402,105289,107814,109231,110245,112371,112630,112709,113139,113371,113320,113149,112686,112787,112508,112074,111525,111006,110580,110201,109851,109426,108919,108738,108719,108715,108701,108593,2,Cesar
1312,80899,82637,84592,86614,88383,89645,90399,90700,90873,91371,92619,93717,95410,98833,101185,103294,104982,106400,107622,108721,109691,110292,110653,110814,110795,110602,110301,109893,109537,109271,109147,108458,107882,107526,107372,107371,3,Cesar
1313,73418,74174,74812,75434,76148,77102,78269,79791,81467,82882,83769,83715,83201,83640,83601,84375,86012,88402,91241,93978,96454,98551,100394,101831,102976,103846,104504,104911,105099,105137,105079,104978,104763,104467,104072,103663,4,Cesar
1314,61275,63087,64796,66379,67772,68959,69810,70196,70245,70299,70664,71282,72184,73850,74294,74310,74290,74169,74224,74715,75946,78065,80867,83943,86935,89548,91814,93688,95166,96301,97180,97846,98294,98531,98633,98586,5,Cesar
1315,49642,51378,53121,54886,56651,58401,60096,61767,63320,64601,65441,65547,65254,65540,65350,65428,65792,66295,66890,67488,68219,68604,68757,68927,69560,70951,73061,75817,78945,82017,84660,86879,88698,90180,91401,92492,6,Cesar
1316,39215,40644,42186,43827,45526,47263,48992,50701,52387,54014,55593,56880,58131,59844,60661,61102,61403,61420,61266,61108,60927,61584,62312,63223,64047,64622,65007,65188,65444,66175,67642,69783,72569,75698,78742,81359,7,Cesar
1317,31506,32802,33922,34950,36041,37292,38665,40152,41732,43352,44954,46357,47722,49533,50826,52110,53498,54878,56145,57189,57963,58406,58462,58331,58265,58483,59010,59815,60735,61561,62183,62625,62863,63173,63909,65292,8,Cesar
1318,23174,24201,25555,27122,28654,30026,31232,32252,33217,34248,35411,36561,37834,39592,40990,42376,43832,45302,46820,48401,50088,51503,52991,54374,55478,56209,56603,56684,56625,56669,56957,57493,58285,59204,60061,60739,9,Cesar
1319,20160,20494,20675,20858,21247,21967,22987,24305,25787,27227,28501,29549,30446,31590,32469,33481,34683,36013,37436,38942,40426,42089,43692,45275,46854,48400,49946,51465,52846,53945,54700,55147,55315,55302,55333,55528,10,Cesar
1320,16087,16711,17384,18059,18658,19113,19436,19632,19824,20192,20881,21773,22965,24562,25887,27057,28111,29031,29913,30890,31985,33234,34572,36043,37578,39128,40713,42300,43905,45516,47092,48619,50104,51470,52595,53394,11,Cesar
1321,13364,13513,13780,14161,14617,15118,15681,16312,16977,17567,18010,18267,18399,18718,19063,19721,20650,21829,23143,24421,25555,26654,27611,28526,29496,30608,31863,33218,34654,36155,37684,39257,40860,42452,43999,45487,12,Cesar
1322,12470,12565,12481,12331,12239,12287,12416,12666,13000,13413,13872,14371,14950,15702,16213,16593,16891,17097,17341,17760,18328,19286,20441,21740,23020,24166,25214,26142,27033,28018,29127,30331,31623,33004,34485,36005,13,Cesar
1323,9002,9443,9970,10489,10898,11132,11200,11131,11024,10957,11013,11140,11353,11770,12136,12565,13048,13608,14166,14667,15094,15313,15518,15774,16194,16862,17753,18862,20061,21225,22293,23254,24146,25019,25931,26930,14,Cesar
1324,6196,6380,6582,6852,7211,7662,8127,8658,9115,9429,9570,9487,9385,9438,9479,9607,9786,10017,10303,10679,11119,11439,12021,12567,12966,13271,13309,13377,13633,14144,14891,15810,16845,17883,18843,19700,15,Cesar
1325,3787,4302,4613,4769,4837,4879,4910,4989,5194,5588,6111,6660,7130,7541,7739,7822,8037,8096,8060,7928,7851,7263,7263,7604,8212,8962,9611,10216,10605,10790,10809,11036,11113,11223,11476,12052,16,Cesar
1326,2774,2915,3061,3226,3397,3583,3783,3991,4207,4449,4697,4934,5190,5534,5826,6131,6465,6827,7197,7580,7980,8204,8373,8567,8766,8973,9186,9390,9610,9848,10091,10353,10657,10968,11302,11665,17,Cesar
1327,147027,150165,154383,159239,164277,168883,173142,176447,178741,179936,180196,181470,181170,179463,176773,173744,171196,169384,168934,170219,173465,174530,175336,175920,176356,176909,177892,178846,179802,180799,181803,182908,183929,184732,185295,185553,1,Cordoba
1328,135014,136700,137875,138766,139853,141625,144363,147698,151370,154984,158161,161720,165375,168948,172038,174316,175538,175442,174081,172094,170205,169516,169338,169748,170272,170676,171378,172158,172984,173826,174705,175810,176944,178084,179119,179988,2,Cordoba
1329,125955,126112,126881,128109,129316,130202,130918,131641,132681,134338,136743,139291,142415,146043,150042,154249,158185,162209,166059,169216,171553,171748,171123,169768,168287,167337,166979,167125,167675,168416,169158,169819,170628,171534,172516,173506,3,Cordoba
1330,123550,123614,122624,121038,119597,118811,118686,119307,120429,121650,122891,124043,125272,126697,128611,131187,134163,137561,141243,144927,148533,153005,157503,161663,164913,166960,167910,167609,166534,165455,164890,164761,165080,165743,166545,167263,4,Cordoba
1331,108129,110360,112487,114324,115481,115753,115194,113890,112320,111119,110671,110728,111568,113002,114676,116318,117810,119229,120711,122316,124021,127454,131144,135211,139480,143859,148431,153175,157691,161366,163797,164961,164880,163976,162970,162368,5,Cordoba
1332,88108,90806,93274,95570,97752,99883,101926,103898,105596,106698,107138,106849,105953,104829,103993,103817,104287,105405,106903,108361,109384,111262,112810,114524,116643,119406,122828,126804,131195,135826,140541,145329,150270,154925,158632,160977,6,Cordoba
1333,69266,71659,74060,76488,78902,81300,83645,85956,88257,90571,92881,94983,97084,99014,100417,101060,101169,100551,99505,98704,97741,98834,99897,101578,103416,105243,107149,109013,111041,113510,116601,120217,124338,128803,133461,138133,7,Cordoba
1334,54366,56411,58305,60106,61935,63891,65976,68212,70597,73099,75675,78182,80722,83251,85753,88201,90618,92934,94911,96320,97483,96925,96261,95352,94688,94709,95424,96823,98732,100832,102927,105002,107028,109165,111651,114652,8,Cordoba
1335,42554,43647,45204,47075,49021,50870,52608,54254,55892,57678,59718,61919,64362,66979,69693,72430,75160,77824,80405,82896,85559,87498,89796,91861,93363,94146,94304,93823,93094,92647,92881,93729,95235,97207,99307,101289,9,Cordoba
1336,39355,39713,39638,39438,39501,40067,41095,42621,44433,46343,48203,49930,51644,53415,55382,57594,59960,62479,65095,67741,69967,72977,75574,78126,80589,82976,85376,87738,89869,91502,92421,92675,92300,91649,91192,91323,10,Cordoba
1337,32283,33471,34691,35807,36670,37188,37406,37348,37252,37454,38160,39205,40728,42590,44561,46500,48328,50120,51909,53782,55496,58032,60478,63081,65719,68358,71000,73600,76165,78683,81142,83552,85950,88103,89712,90568,11,Cordoba
1338,27080,27593,28176,28834,29552,30338,31213,32233,33287,34189,34855,35192,35286,35317,35627,36444,37583,39139,40975,42873,44445,46423,48117,49823,51648,53693,55959,58381,60944,63568,66208,68820,71394,73931,76401,78769,12,Cordoba
1339,24565,24813,24892,24856,24865,25011,25256,25623,26124,26793,27595,28527,29650,30830,31853,32568,33030,33232,33350,33694,34080,35475,36959,38761,40595,42337,44037,45669,47331,49132,51158,53354,55707,58178,60677,63182,13,Cordoba
1340,18279,19239,20122,20906,21520,21923,22135,22125,22017,21968,22081,22372,22838,23434,24168,25076,26047,27173,28319,29277,30135,30231,30325,30437,30820,31597,32710,34179,35834,37514,39149,40721,42266,43837,45546,47408,14,Cordoba
1341,10458,11432,12511,13608,14659,15663,16398,17275,18064,18644,18968,18874,18775,18787,18980,19331,19724,20149,20641,21239,21896,22970,24130,25168,25915,26376,26269,26200,26380,26956,27895,29069,30424,31847,33248,34590,15,Cordoba
1342,5878,6216,6557,6970,7521,8234,8649,9153,9861,10850,11991,13034,13927,14610,15070,15302,15822,16092,16155,16006,16197,14629,14455,15091,16331,17917,19091,20216,21009,21438,21507,21996,22088,22054,22131,22604,16,Cordoba
1343,4330,4610,4946,5334,5766,6249,6785,7374,7986,8664,9391,10155,10958,11799,12649,13521,14391,15252,16101,16887,17746,18236,18785,19302,19798,20285,20782,21278,21787,22312,22861,23447,24069,24739,25451,26198,17,Cordoba
1344,189371,197828,208326,218997,228169,234278,242854,247727,248815,246643,242359,240790,239194,237957,237245,236893,235251,233650,232027,230236,228666,227596,227824,228739,230239,232105,234124,236124,238120,240078,241984,244162,246299,248247,249903,251196,1,Cundinamarca
1345,171752,174401,176308,178156,180817,185120,190984,199221,209355,220034,229543,236269,240310,241775,241560,241058,240962,240404,239523,238425,236050,236991,236075,234866,233826,233266,234001,235211,236641,238124,239519,240416,241794,243611,245705,247858,2,Cundinamarca
1346,167136,166696,166496,166686,167140,167822,168168,169118,171052,174821,181102,189592,199991,211342,221766,229619,235410,238795,240323,241009,241714,242253,242624,242581,241952,240814,239742,239018,239005,239716,240901,241122,241242,241401,241812,242647,3,Cundinamarca
1347,171996,170745,168238,165158,162263,160122,158080,157212,157481,158577,160334,162966,165765,169218,174216,181155,190061,200815,212209,222495,231907,235979,239261,240924,241820,242454,242780,242566,241883,241004,240355,240428,241028,241823,242329,242392,4,Cundinamarca
1348,159126,162334,164198,164910,164713,163855,161583,158626,155447,152797,151273,151391,152831,155224,158004,160854,164029,167176,170943,176262,184507,192444,202750,213521,223168,230686,236340,239791,241464,242230,242690,242888,242700,242475,242589,243081,5,Cundinamarca
1349,132100,137205,141999,146440,150325,153539,155402,156730,157585,157941,157715,156974,155544,153890,152723,152457,153249,154978,157421,160192,163801,166506,169833,173692,178883,185802,194396,204654,215537,225368,233031,238747,242262,244074,245181,246300,6,Cundinamarca
1350,106615,111081,115235,119278,123463,127961,132105,136499,140957,145156,148871,152139,154919,157059,158386,158848,158692,157636,156140,154898,152426,155194,156982,159539,162472,165551,168926,172327,176239,181497,188530,197305,207833,218973,228963,236712,7,Cundinamarca
1351,85602,89093,92521,96013,99662,103559,107172,110963,115057,119574,124509,129754,135214,140595,145517,149723,153451,156509,158786,160149,160615,160292,159145,157641,156535,156329,157124,158948,161598,164654,167875,171380,174929,179018,184490,191734,8,Cundinamarca
1352,70412,72397,74644,77179,79977,83037,85979,89169,92639,96442,100614,105109,109822,114721,119815,125065,130593,136234,141760,146836,151993,154710,157519,159567,160782,161168,160876,159776,158368,157394,157340,158295,160300,163129,166323,169636,9,Cundinamarca
1353,65016,65622,65952,66293,66978,68228,69701,71762,74380,77418,80742,84283,88045,92026,96238,100663,105374,110174,115083,120171,124853,130770,136223,141562,146380,150443,153890,156673,158744,160019,160508,160352,159427,158219,157418,157475,10,Cundinamarca
1354,58667,59674,60506,61214,61828,62409,62684,62945,63381,64268,65771,67851,70482,73532,76818,80239,83939,87801,91809,95977,99898,104816,109340,113983,118836,123915,129211,134591,139803,144507,148521,151985,154859,157047,158442,159046,11,Cundinamarca
1355,51350,52431,53334,54151,54941,55781,56405,57125,57926,58763,59597,60386,61132,61997,63210,64899,67118,69796,72877,76226,79707,83227,86754,90365,94137,98123,102361,106761,111347,116133,121064,126155,131354,136495,141275,145442,12,Cundinamarca
1356,43126,44000,44893,45828,46767,47727,48494,49304,50185,51151,52205,53335,54508,55656,56718,57689,58679,59601,60590,61876,62866,65604,68019,70803,73741,76726,79845,83041,86371,89914,93721,97797,102010,106298,110653,115105,13,Cundinamarca
1357,36018,36470,36834,37232,37784,38513,39159,39975,40928,41965,43069,44221,45416,46647,47879,49070,50295,51532,52781,54028,55577,55739,56256,56938,57970,59413,61179,63361,65807,68378,71052,73890,76850,79983,83330,86849,14,Cundinamarca
1358,25622,26507,27492,28427,29253,30024,30205,30530,31062,31805,32710,33544,34597,35769,36992,38210,39430,40666,41891,43075,44121,45106,46232,47348,48320,49184,49125,49317,49934,51015,52471,54151,56075,58155,60376,62750,15,Cundinamarca
1359,16442,16217,16459,17131,18158,19446,20215,21048,21847,22569,23223,23728,24233,24841,25615,26600,27225,28150,29281,30514,32164,31407,31816,32849,34369,36211,37308,38343,39135,39655,39987,40668,41067,41416,41902,42722,16,Cundinamarca
1360,13147,13663,14151,14641,15153,15710,16240,16823,17471,18193,18990,19867,20795,21758,22747,23756,24809,25879,26961,28059,29293,30325,31462,32593,33721,34846,35987,37121,38249,39373,40492,41627,42755,43874,44977,46060,17,Cundinamarca
1361,58706,61202,64474,67756,70508,72321,74549,75313,74792,73133,70725,69150,67939,66589,68249,67768,66945,66744,66579,66523,66254,66508,66599,66566,66436,66255,66269,66206,66093,65916,65738,65542,65312,65142,64907,64639,1,Choco
1362,51357,52166,52595,52830,53245,54211,55834,58258,61213,64173,66442,67706,68199,67197,68002,66349,65322,64832,64357,63964,63575,63578,63414,63238,63097,63000,62980,63052,63165,63281,63392,63405,63437,63435,63384,63265,2,Choco
1363,46309,46134,46356,46912,47528,47989,48088,48112,48345,49127,50631,52458,54925,57304,61723,63158,63583,63696,63280,62733,62321,61830,61306,60828,60383,59951,59636,59418,59368,59488,59741,59723,59808,60005,60276,60507,3,Choco
1364,41519,41404,40998,40523,40213,40267,40457,40942,41541,42045,42345,42493,42503,42122,44156,45271,46938,49661,52659,55239,57044,58436,58735,58276,57591,57002,56512,56073,55680,55309,55034,54871,54908,55042,55166,55273,4,Choco
1365,34588,34779,35026,35321,35549,35613,35416,35126,34877,34802,34853,34878,35137,35134,36642,36627,36509,36542,36747,37465,38959,41257,44171,47266,49964,51820,52900,53160,52869,52428,52056,51622,51231,50911,50726,50672,5,Choco
1366,28861,29274,29350,29251,29171,29255,29344,29576,29867,30113,30133,29937,29667,29001,29542,29200,29077,29406,29889,30371,30774,31138,31281,31521,32265,33746,35969,38879,42058,44865,46873,48056,48500,48374,47995,47613,6,Choco
1367,20507,21396,22350,23314,24151,24749,25003,25020,24906,24820,24789,24806,25020,24936,25673,25406,25047,24740,24428,24243,24277,24519,24934,25454,25957,26354,26701,26906,27232,28060,29641,31913,34880,38139,41031,43087,7,Choco
1368,15407,15963,16349,16676,17107,17720,18411,19271,20190,20993,21521,21700,21714,21309,21696,21429,21303,21440,21639,21802,21906,21858,21615,21311,21105,21093,21304,21743,22340,22933,23424,23801,24061,24432,25337,26996,8,Choco
1369,11274,11330,11742,12369,13021,13580,13953,14241,14512,14914,15451,16099,16943,17643,18844,19164,19272,19258,19108,18977,18964,19073,19278,19514,19683,19712,19606,19398,19148,19011,19079,19325,19823,20474,21106,21612,9,Choco
1370,12716,12442,11764,10928,10276,9996,10020,10378,10932,11522,11994,12374,12683,12796,13553,13996,14545,15355,16226,16990,17530,17830,17834,17665,17506,17461,17556,17777,18048,18264,18346,18264,18101,17885,17784,17854,10,Choco
1371,9896,10288,10821,11378,11730,11723,11362,10687,9918,9329,9034,9057,9384,9831,10731,11154,11443,11715,11972,12333,12870,13584,14419,15291,16023,16491,16731,16740,16619,16509,16531,16644,16876,17162,17390,17464,11,Choco
1372,8463,8490,8478,8501,8641,8930,9310,9846,10371,10687,10665,10349,9760,8934,8589,8278,8255,8609,9147,9703,10156,10614,10908,11149,11473,11983,12668,13484,14335,15063,15558,15819,15864,15766,15671,15666,12,Choco
1373,7894,7888,7819,7720,7623,7576,7511,7487,7531,7712,7989,8338,8826,9245,9768,9670,9352,8788,8098,7556,7316,7344,7699,8268,8841,9280,9639,9901,10150,10515,11060,11717,12517,13350,14066,14542,13,Choco
1374,5679,5908,6148,6367,6535,6627,6626,6566,6484,6393,6341,6328,6351,6311,6621,6856,7144,7640,8105,8356,8342,8050,7469,6825,6373,6216,6330,6726,7242,7725,8138,8472,8741,9016,9370,9852,14,Choco
1375,3927,4019,4104,4239,4421,4634,4857,5112,5313,5448,5481,5421,5359,5245,5365,5293,5208,5158,5177,5313,5625,6129,6741,7167,7272,7076,6516,5870,5379,5171,5224,5483,5878,6276,6648,6973,15,Choco
1376,2455,2721,2866,2936,2966,2990,2941,2977,3080,3296,3608,3782,3995,4123,4366,4419,4585,4672,4641,4414,4093,2418,2054,2455,3309,4360,5119,5787,6123,6080,5644,5641,5271,4740,4252,4077,16,Choco
1377,1615,1680,1750,1825,1909,2004,2091,2198,2303,2426,2550,2674,2805,2911,3162,3305,3423,3572,3742,3895,4047,4151,4226,4280,4320,4349,4384,4423,4468,4533,4614,4718,4839,4996,5187,5413,17,Choco
1378,99521,100369,101630,103337,105462,107949,110481,113114,115675,118095,120179,121847,122727,122767,122067,120808,119473,118087,116797,115633,114783,113809,113109,112687,112564,112700,112834,113076,113375,113748,114160,114605,115060,115529,115961,116417,1,Huila
1379,91196,92293,93366,94416,95532,96798,98296,99951,101701,103528,105460,107641,110118,112783,115330,117508,119005,119843,119993,119763,119197,118829,117945,116734,115321,113995,113086,112493,112166,112041,112075,112152,112337,112628,112966,113335,2,Huila
1380,84817,85130,85837,86799,87862,88909,89912,90893,91941,93083,94353,95631,97101,98841,100911,103367,105958,108770,111565,114113,116107,117623,118549,118844,118482,117567,116327,114977,113800,112889,112242,111931,111730,111620,111572,111621,3,Huila
1381,80960,80505,80140,79894,79818,79968,80376,81053,81948,82907,83856,84764,85727,86840,88153,89676,91364,93230,95279,97541,100040,102756,105664,108588,111251,113308,114591,114942,114511,113569,112583,111791,111449,111468,111630,111737,4,Huila
1382,72603,73454,74101,74553,74813,74884,74761,74455,74059,73750,73696,74010,74670,75591,76646,77804,79006,80360,81857,83494,85210,87041,89016,91202,93635,96389,99487,102755,105923,108532,110314,111146,111264,111122,111236,112038,5,Huila
1383,59972,61648,63382,65093,66657,67950,68983,69674,70090,70234,70128,69847,69465,69153,69037,69236,69728,70559,71682,73004,74478,75903,77361,78885,80543,82384,84399,86571,88909,91468,94272,97233,100256,103050,105290,106857,6,Huila
1384,48332,49728,51251,52877,54599,56370,58164,59961,61658,63143,64358,65253,65927,66389,66687,66831,66792,66645,66519,66503,66775,67382,68342,69549,70947,72408,73944,75537,77224,78975,80852,82775,84774,86867,89082,91436,7,Huila
